Column1,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,fromCurrency,toCurrency,lastMarket,coinMarketCapLink,algorithm,tradeable,country,sector,industry,asOfDate,periodType,ForwardPeRatio,MarketCap2,PbRatio,PeRatio,PsRatio,forwardPE,EnterpriseValue,EnterprisesValueEBITDARatio,EnterprisesValueRevenueRatio,fiveYearAvgDividendYield,PegRatio,openInterest,yield,ytdReturn,totalAssets,expireDate,strikePrice,navPrice,volume24Hr,volumeAllCurrencies,circulatingSupply,maxSupply,startDate,0,O&G,Renewable
PLPEKAO00016,1,2,62.7,62.7,62.22,64.16,62.7,62.7,62.22,64.16,4.3,0.0675,22/07/2022 01:00,0.312,1.053792,6.188533,926732,926732,1015483,940330,940330,63.64,63.72,,,16714089472,58.42,138.9,1.7486202,67.972,95.64755,4.3,0.068580545,PLN,,,,,,FALSE,Poland,Financial Services,Banks—Regional,05/10/2022,TTM,4.4131,16141907091,0.750598,5.976676,1.596773,4.525942,,,,,,,,,,,,,,,,,,,0,0
CNE1000004L9,1,3,7.9,7.92,7.67,7.92,7.9,7.92,7.67,7.92,0.33,0.0414,22/09/2022 01:00,0.7456,0.960205,12.4838705,2453506,2453506,4828364,9318280,9318280,7.72,7.74,0,0,85467398144,7.26,16.98,0.55150336,10.0042,12.1133,0.281,0.03556962,HKD,,,,,,FALSE,China,Industrials,Specialty Industrial Machinery,06/10/2022,TTM,7.0323,87587610168,0.895099,13.095332,0.417103,9.555555,35416136215,3.416348,0.228533,3.55,,,,,,,,,,,,,,,0,0
US92532F1003,1,2,302.02,300,297.46,302.8927,302.02,300,297.46,302.8927,,,,0,0.419675,24.45782,1096560,1096560,1359923,1507710,1507710,297,304,1100,1400,76586352640,177.71,305.95,9.171579,288.43,263.481,0,0,USD,,,,,,FALSE,United States,Healthcare,Biotechnology,07/10/2022,TTM,19.2678,76586495109,6.417773,24.180567,9.237417,19.316301,68180395109,16.502976,8.164926,,0.4058,,,,,,,,,,,,,,0,0
JP3965400009,1,2,1599,1586,1581,1606,1599,1586,1581,1606,26,0.016,29/12/2022 00:00,0.2887,0.071211,19.234934,962400,962400,893554,858510,858510,1599,1603,0,0,4.54E+11,1263,1948,1.2014127,1595.36,1489.655,12,0.00750469,JPY,,,,,,FALSE,Japan,Consumer Defensive,Household & Personal Products,07/10/2022,TTM,,4.54E+11,1.793142,19.234933,1.219797,22.62309,3.76E+11,7.462672,0.993435,1.06,,,,,,,,,,,,,,,0,0
TH0465010005,1,2,163,163,162,163.5,163,163,162,163.5,6.5,0.0399,09/09/2022 01:00,0.6398,0.565789,15.944882,1688778,1688778,1540778,1576060,1576060,162,162.5,0,0,85287329792,160,190,1.8555067,178.62,175.4075,6.5,0.0398773,THB,,,,,,FALSE,Thailand,Utilities,Utilities—Independent Power Producers,07/10/2022,TTM,6.9493,85813795000,0.69156,16.043307,1.867018,7.019064,1.79E+11,14.1885,3.885739,3.07,0.5037,,,,,,,,,,,,,,0,0
PLPKO0000016,1,2,22.11,22.11,22,22.3,22.11,22.11,22,22.3,1.83,0.0798,03/08/2022 01:00,0,1.009287,6.4476743,1834900,1834900,3704680,3595618,3595618,22.18,22.19,,,27725000704,21.14,50.44,1.7716787,23.8602,33.6592,1.83,0.08276798,PLN,,,,,,FALSE,Poland,Financial Services,Banks—Regional,05/10/2022,TTM,4.4543,27500000000,0.888386,6.395349,1.58401,4.6892176,,,,,,,,,,,,,,,,,,,0,0
ID1000062201,1,2,9525,9525,9200,9525,9525,9525,9200,9525,50,0.0052,21/06/2022 01:00,0.0585,1.652476,5.0881767,5575600,5575600,6807700,8672080,8672080,9225,9250,0,0,5.06E+13,7125,9900,13211.796,8572.5,8003,0,0,IDR,,,,,,FALSE,Indonesia,Basic Materials,Paper & Paper Products,06/10/2022,TTM,,5.13E+13,0.652442,5.239436,0.874672,,7.26E+13,66070.1822,18951.73957,,,,,,,,,,,,,,,,0,0
CNE100000304,1,3,11,10.84,10.5,10.84,11,10.84,10.5,10.84,0.27,0.024,14/07/2022 01:00,0.2067,0.617886,10.54902,1246800,1246800,4778720,2665740,2665740,10.7,10.76,0,0,63770107904,7.27,14.82,1.2294667,10.8578,10.08105,0.23,0.020909091,HKD,,,,,,FALSE,China,Industrials,Specialty Industrial Machinery,06/10/2022,TTM,11.6414,66377819003,0.942321,11.684011,0.599302,538,52657135142,15.488557,0.993698,,,,,,,,,,,,,,,,0,0
IL0004450156,1,2,7735,7755,7556,7900,7735,7755,7556,7900,10.44,0.1374,17/08/2022 01:00,0.467,0.301083,14.312618,101823,101823,61024,67881,67881,7571,7585,44000,3400,4864873984,7136,9699,1.0673482,8489.52,8486.755,4.49,0.000580478,ILA,,,,,,FALSE,Israel,Technology,Software—Application,07/10/2022,TTM,,4779965812,4.706706,14.312618,1.052118,,5348852812,8.205536,1.173533,3.14,,,,,,,,,,,,,,,0,0
KR7028260008,1,2,109000,108000,106500,110500,109000,108000,106500,110500,4200,0.0385,29/12/2021 00:00,0.4368,1.00702,,243896,243896,236540,262755,262755,110000,110500,0,0,1.82E+13,101500,125500,0.46303415,116030,114000,,,KRW,,,,,,FALSE,South Korea,Industrials,Engineering & Construction,07/10/2022,TTM,,1.80E+13,0.696341,11.335275,0.450363,,1.73E+13,5.179478,0.440826,2.09,,,,,,,,,,,,,,,0,0
US0010551028,1,2,59.67,59.36,59.04,59.7628,59.67,59.36,59.04,59.7628,1.6,0.028499998,23/08/2022 01:00,0.2202,0.903316,8.92006,1692442,1692442,2467081,2356590,2356590,0,59.9,800,1100,37371514880,52.07,67.2,1.7508323,60.1348,60.04155,1.46,0.024467908,USD,,,,,,FALSE,United States,Financial Services,Insurance—Life,06/10/2022,TTM,10.846,37706456242,1.428979,9,1.856929,10.911439,39949456242,,1.890741,2.34,,,,,,,,,,,,,,,0,0
JP3149700001,1,2,683,673,673,690,683,673,673,690,,,,,0.303951,,398700,398700,745750,745750,745750,682,685,,,2.17E+11,650,725,1.5729301,688.25,688.25,16,0.023426061,JPY,,,,,,FALSE,Japan,Financial Services,Banks—Regional,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
CH0024638212,1,2,155.8,155,153.4,155.6,155.8,155,153.4,155.6,4,0.025799999,24/03/2022 00:00,0.64309996,0.712879,24.919615,4044,4044,23431,31047,31047,154.6,155,0,0,16890659840,144.2,254.4,1.520859,164.424,189.6525,4,0.02567394,CHF,,,,,,FALSE,Switzerland,Industrials,Specialty Industrial Machinery,07/10/2022,TTM,19.8807,16974406243,4.118571,25.048232,1.512422,16.793066,14778406243,11.456129,1.330669,1.79,2.4769,,,,,,,,,,,,,,0,0
AU000000CPU5,1,2,25.72,25.58,25.5,26.06,25.72,25.58,25.5,26.06,0.54,0.021,16/08/2022 01:00,0.90400004,0.815147,44.517242,1297120,1297120,2160100,2048024,2048024,25.82,25.84,0,0,15588283392,17.45,26.56,6.077178,24.7038,23.54855,0.372,0.014463454,AUD,,,,,,FALSE,Australia,Financial Services,Capital Markets,06/10/2022,TTM,19.3798,15527918521,4.612137,44.533481,3.957148,15.099415,18052908236,28.053899,7.04625,2.62,,,,,,,,,,,,,,,0,0
HK0200030994,1,3,6.33,6.37,6.28,6.5,6.33,6.37,6.28,6.5,,,09/06/2020 01:00,0,1.206675,14.021738,5339098,5339098,2681623,6043277,6043277,6.45,6.46,0,0,9782585344,4.62,11.66,0.73893976,5.3988,6.64785,0,0,HKD,,,,,,FALSE,Hong Kong,Consumer Cyclical,Resorts & Casinos,01/10/2022,TTM,,9251770905,2.169223,37.288889,0.69428,-7.4999995,63722563905,-106.655604,4.813363,,,,,,,,,,,,,,,,0,0
FI0009014377,1,2,43.82,43.63,43.45,43.89,43.82,43.63,43.45,43.89,1.5,0.0339,24/03/2022 00:00,1.0417,0.520753,30.458332,41862,41862,247684,237285,237285,43.85,43.87,0,0,6166584320,33.75,49.69,5.754021,45.2036,40.78165,1.5,0.034230944,EUR,,,,,,FALSE,Finland,Healthcare,Drug Manufacturers—General,06/10/2022,TTM,21.5983,6219993407,8.293971,30.722222,5.803171,25.8,6387493407,25.478633,5.960151,4.26,,,,,,,,,,,,,,,0,0
US09062X1037,1,2,261.69,261.97,259.485,266.3,261.69,261.97,259.485,266.3,,,,0,0.16728,19.157051,1245990,1245990,1311926,3695990,3695990,263,265.19,1400,1000,38057332736,187.16,288.99,3.5789697,216.0338,213.5897,0,0,USD,,,,,,FALSE,United States,Healthcare,Drug Manufacturers—General,07/10/2022,TTM,15.949,38057347706,3.205504,18.746247,3.635375,16.693827,40810847706,13.066998,3.837915,,7.8901,,,,,,,,,,,,,,0,0
SG1V12936232,1,4,1.12,1.12,1.11,1.13,1.12,1.12,1.11,1.13,0.06,0.0571,12/08/2022 01:00,0.8312,0.540864,13.875001,841600,841600,1004444,1741530,1741530,1.11,1.12,0,0,1921099264,1.1,1.4,0.9029844,1.2016,1.25905,0.064,0.05714286,SGD,,,,,,FALSE,Singapore,Communication Services,Telecom Services,01/10/2022,TTM,13.7552,1903789193,3.264945,14.285714,0.898792,13.875001,2677289193,5.366384,1.25842,6.11,6.875,,,,,,,,,,,,,,0,0
TH0554010Z06,1,2,45.75,45.75,45.25,45.75,45.75,45.75,45.25,45.75,1.9,0.041500002,27/07/2022 01:00,1.8103,-0.004256,39.102566,2605399,2605399,8095778,5641180,5641180,45.5,45.75,0,0,1.08E+11,34.5,51.5,1.6402249,44.81,45.7225,1.9,0.041530054,THB,,,,,,FALSE,Thailand,Communication Services,Telecom Services,07/10/2022,TTM,33.4448,1.08E+11,5.580524,39.439655,1.338865,29.901962,1.83E+11,6.333023,2.257146,,,,,,,,,,,,,,,,0,0
ID1000108905,1,2,105,105,103,105,105,105,103,105,,,22/06/2018 01:00,0,1.25,,24870600,24870600,39326353,18239470,18239470,103,104,0,0,7.29E+12,98,168,0.48588246,110.22,122.045,0,0,IDR,,,,,,FALSE,Indonesia,Real Estate,Real Estate Services,07/10/2022,TTM,87.7193,7.43E+12,0.422729,58.403361,0.495325,10.618557,2.46E+13,26.685627,1.639823,,,,,,,,,,,,,,,,0,0
CNE1000002N9,1,3,6.5,6.45,6.21,6.45,6.5,6.45,6.21,6.45,0.81,0.1249,01/06/2022 01:00,0.42400002,1.104407,3.488889,7003900,7003900,21567164,21633907,21633907,6.26,6.28,0,0,52970356736,5.77,11.6,0.20312785,7.3166,8.9976,0.693,0.10661539,HKD,,,,,,FALSE,China,Basic Materials,Building Materials,01/10/2022,TTM,2.9019,50692971678,0.379981,3.387048,0.178574,3.1243782,2.09E+11,5.878693,0.803228,3.75,,,,,,,,,,,,,,,0,0
KR7018260000,1,2,116000,115000,114000,118000,116000,115000,114000,118000,2400,0.0207,29/12/2021 00:00,0.244,0.802652,,98991,98991,100809,108415,108415,117000,117500,0,0,9.05E+12,114000,164000,0.56195325,125810,136960,,,KRW,,,,,,FALSE,South Korea,Technology,Information Technology Services,07/10/2022,TTM,,8.97E+12,1.177694,11.794611,0.557136,,4.68E+12,3.13505,0.290779,1.23,,,,,,,,,,,,,,,0,0
AU000000CGF5,1,2,6.2,6.12,6.12,6.21,6.2,6.12,6.12,6.21,0.23,0.037100002,29/08/2022 01:00,0.66470003,0.881044,18.545454,1138446,1138446,1530625,1552247,1552247,6.12,6.13,0,0,4185578240,5.47,7.725,8.314617,6.4874,6.7277,0.23,0.037096776,AUD,,,,,,FALSE,Australia,Financial Services,Insurance—Life,06/10/2022,TTM,12.7714,4240292951,1.063183,18.731118,3.492896,11.769231,-16936507049,-40.860089,-12.448737,3.98,,,,,,,,,,,,,,,0,0
FR0013280286,1,2,83.92,83.32,82.38,83.9,83.92,83.32,82.38,83.9,0.85,0.0101,06/06/2022 01:00,0.1824,0.136927,17.987125,15289,15289,108758,141452,141452,0,0,0,0,9922108416,78.48,133.2,2.8676615,94.2848,96.81615,0.85,0.010128695,EUR,,,,,,FALSE,France,Healthcare,Diagnostics & Research,01/10/2022,TTM,23.753,9708443934,2.798629,17.467811,2.793193,22.654053,9775943934,10.215197,2.825499,0.46,,,,,,,,,,,,,,,0,0
GB00B1Z4ST84,1,2,172.5,175.1,170.65,175.1,172.5,175.1,170.65,175.1,0.17,0.097399995,11/08/2022 01:00,0.2913,1.308087,4.3244,65403,65403,607201,750507,750507,172.9,173.6,0,0,439082272,162.2,383.8,0.98338693,183.87178,250.39694,0.17,0.000985507,GBp,,,,,,FALSE,United Kingdom,Financial Services,Credit Services,01/10/2022,TTM,4.3611,423151274,0.703727,4.046117,0.860848,0.045269825,,-24.44949,5.812178,,,,,,,,,,,,,,,,0,0
TH0245010002,1,4,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,0.0065,,,13/03/2013 00:00,0,,0.013541667,19000,19000,39828,38445,38445,,,,,219002560,0.0005,0.1056,0.004857219,0.007618,0.0094611,0,0,USD,,,,,,FALSE,Thailand,Industrials,Airlines,06/10/2022,TTM,,14188005,0.612718,0.014312,0.01191,,3545731726,0.062568,0.07864,,,,,,,,,,,,,,,,0,0
PHY4466S1007,1,4,4.03,4.03,4.03,4.03,4.03,4.03,4.03,4.03,0.04,0.0101,02/05/2022 01:00,0.2292,1.175309,26.866667,136,136,1878,1170,1170,0,0,0,0,4438561280,3.49,5.36,0.02506049,3.9962,4.1562,1.96,0.48635235,USD,,,,,,FALSE,Philippines,Consumer Cyclical,Restaurants,06/10/2022,TTM,25.3807,4481895724,3.913708,27.832025,1.495352,0.5302632,5647785589,0.201991,0.031888,,,,,,,,,,,,,,,,0,0
ID1000125107,1,2,1850,1850,1830,1855,1850,1850,1830,1855,35,0.0189,31/05/2022 01:00,0.4923,0.392414,25.953018,29216100,29216100,43614210,41605820,41605820,1840,1845,0,0,8.58E+13,1355,1930,3.090497,1704.7,1655.35,35,0.018918918,IDR,,,,,,FALSE,Indonesia,Healthcare,Drug Manufacturers—General,07/10/2022,TTM,22.4719,8.60E+13,4.516538,26.023351,3.114863,21.969515,8.23E+13,17.368627,2.964686,1.79,,,,,,,,,,,,,,,0,0
CNE100000BG0,1,3,2.61,2.62,2.56,2.62,2.61,2.62,2.56,2.62,0.21,0.0802,22/06/2022 01:00,0.5438,0.283668,7.166666,2054000,2054000,6545057,9468106,9468106,2.57,2.58,0,0,1.35E+11,2.48,3.8,0.6383318,2.8202,3.1078,0.18,0.068965524,HKD,,,,,,FALSE,China,Industrials,Railroads,07/10/2022,TTM,6.0753,1.37E+11,0.465099,7.179614,0.32033,4.9615383,1.08E+11,6.971015,0.512402,4.46,,,,,,,,,,,,,,,0,0
GB0007188757,1,2,5060,5027,5014,5071.48,5060,5027,5014,5071.48,5.28,0.1039,11/08/2022 01:00,0.71419996,0.604193,5.3143463,288382,288382,3226620,3058079,3058079,5035,5041,0,0,81645830144,4354,6343,1.3565359,4855.23,5305.4,6.773,0.001338538,GBp,,,,,,FALSE,United Kingdom,Basic Materials,Other Industrial Metals & Mining,01/10/2022,TTM,6.7476,79343958810,1.752544,5.03533,1.479835,7.871875,78859495474,2.560041,1.310241,6.86,,,,,,,,,,,,,,,0,0
CA21037X1006,1,2,1948.25,1946.67,1912.02,1966.3,1948.25,1946.67,1912.02,1966.3,5.35,0.0028,19/09/2022 01:00,0.1863,0.855995,66.04862,27654,27654,30633,28660,28660,1913.78,1921.29,0,0,40590409728,1793.93,2385.8,7.08137,2034.2738,2058.1091,4,0.002053125,CAD,,,,,,FALSE,Canada,Technology,Software—Application,07/10/2022,TTM,22.8833,40590468477,20.497079,66.043728,5.242274,23.093924,42515376462,28.726606,7.417198,0.35,,,,,,,,,,,,,,,0,0
JP3649800004,1,2,2215,2222,2219,2257,2215,2222,2219,2257,40,0.018099999,30/03/2023 01:00,0.19520001,0.128093,35.046074,639400,639400,667081,1399030,1399030,2242,2245,0,0,4.41E+11,1610,2293,0.8687027,2163.94,2069.71,12.5,0.005643341,JPY,,,,,,FALSE,Japan,Industrials,Conglomerates,04/10/2022,TTM,,4.37E+11,1.106628,33.890364,0.840464,21.383648,8.75E+11,38.39642,1.724184,,,,,,,,,,,,,,,,0,0
ZAE000074142,1,2,494,494.8,493.2,494.8,494,494.8,493.2,494.8,0.03,0.0061,04/08/2022 01:00,0,0.4564,23.49524,175913,175913,5048182,4262269,4262269,493.4,493.8,0,0,3637561856,286.4,503.5,1.1251352,495.124,405.332,0.03,6.07E-05,GBp,,,,,,FALSE,South Africa,Healthcare,Medical Care Facilities,06/10/2022,TTM,,3641984421,1.172187,24.097561,1.12657,0.1494246,5690984421,11.336622,1.76028,,,,,,,,,,,,,,,,0,0
AU0000088338,1,2,30.1,29.78,29.78,30.975,30.1,29.78,29.78,30.975,1.61,0.0535,02/09/2022 01:00,0.24379998,0.87762,8.018373,851619,851619,812159,934135,934135,30.54,30.57,,,14654834688,27.69,37.55,0.49665117,32.3046,32.0463,1.61,0.05348837,AUD,,,,,,FALSE,Australia,Energy,Oil & Gas Refining & Marketing,01/10/2022,TTM,9.7182,13791375000,3.689704,7.538018,0.476654,11.109091,16782475000,9.627947,0.580032,3.26,,,,,,,,,,,,,,,1,0
ES0171996087,1,2,8.712,8.6,8.42,8.754,8.712,8.6,8.42,8.754,,,03/06/2021 01:00,0,0.334617,87.060005,656352,656352,1191165,2418146,2418146,8.706,8.706,0,0,5368528896,8.42,21.05,1.031105,12.00168,15.63497,0,0,EUR,,,,,,FALSE,Spain,Healthcare,Drug Manufacturers—General,02/10/2022,TTM,9.6525,5405728790,0.952645,88.82,1.162597,13.819048,14400860790,15.635129,2.765897,,0.2434,,,,,,,,,,,,,,0,0
US3755581036,1,2,65.45,64.89,64.62,65.36,65.45,64.89,64.62,65.36,2.92,0.045,14/09/2022 01:00,0.8807,0.333087,19.862385,5452821,5452821,6934000,7714910,7714910,64.68,64.94,1300,1000,81406377984,57.17,74.12,2.9586182,63.6054,63.38895,2.88,0.04400306,USD,,,,,,FALSE,United States,Healthcare,Drug Manufacturers—General,06/10/2022,TTM,10.0705,82032895937,4.05381,20.015291,3.001923,10.054179,1.03E+11,11.895396,3.728363,3.76,0.5588,,,,,,,,,,,,,,0,0
PTEDP0AM0009,1,4,4.406,4.397,4.379,4.455,4.406,4.397,4.379,4.455,0.19,0.0423,26/04/2022 01:00,1.1901001,0.549422,27.80625,1194052,1194052,6230549,7000266,7000266,0,0,0,0,17560469504,3.652,5.21,0.9210212,4.89256,4.586305,0.19,0.04312301,EUR,,,,,,FALSE,Portugal,Utilities,Utilities—Diversified,05/10/2022,TTM,16.2866,18010456887,2.339694,28.580734,0.946462,15.889285,35981466887,8.53825,1.887176,4.95,1.3799,,,,,,,,,,,,,,0,0
JP3205800000,1,2,5814,5770,5725,5795,5814,5770,5725,5795,148,0.0252,29/12/2022 00:00,0.72059995,0.135909,28.414194,1506300,1506300,1580818,1890500,1890500,5757,5763,0,0,2.68E+12,4663,6711,1.8150162,5968.14,5526.175,72,0.012383901,JPY,,,,,,FALSE,Japan,Consumer Defensive,Household & Personal Products,05/10/2022,TTM,20.9205,2.74E+12,2.696758,29.026208,1.885073,21.944805,2.72E+12,12.001661,1.840381,1.79,2.3932,,,,,,,,,,,,,,0,0
TH0637010Y00,1,2,39.75,39.75,39.75,40.25,39.75,39.75,39.75,40.25,2.05,0.051599998,09/09/2022 01:00,0.56240004,0.47678,9.708738,3539994,3539994,7275652,5780810,5780810,39.75,40,0,0,87000006656,35.75,47,1.6643195,41.595,42.33125,2.15,0.054088052,THB,,,,,,FALSE,Thailand,Utilities,Utilities—Regulated Electric,06/10/2022,TTM,8.673,87000000000,0.851988,9.712727,1.587803,9.049773,1.15E+11,8.586863,2.095107,4.57,2.6315,,,,,,,,,,,,,,0,0
ID1000096605,1,2,8900,8850,8750,8875,8900,8850,8750,8875,146.3,0.0164,24/03/2022 00:00,0.1857,1.252464,11.198744,18278000,18278000,28093970,24354130,24354130,8775,8800,0,0,1.64E+14,6025,9900,4.143387,8607,8153.125,0,0,IDR,,,,,,FALSE,Indonesia,Financial Services,Banks—Regional,06/10/2022,TTM,8.6881,1.66E+14,1.314713,11.294416,2.86088,8.007044,,,,2.62,,,,,,,,,,,,,,,0,0
CNE1000001W2,1,3,27.35,27.4,26.15,27.45,27.35,27.4,26.15,27.45,2.79,0.1022,02/06/2022 01:00,0.4458,0.716302,4.513652,4482500,4482500,5212186,8130937,8130937,26.4,26.45,0,0,1.57E+11,24.45,45.6,1.092976,29.462,36.64575,2.38,0.087020114,HKD,,,,,,FALSE,China,Basic Materials,Building Materials,06/10/2022,TTM,4.8733,1.62E+11,0.734459,4.665937,0.913157,12.022727,1.03E+11,2.666118,0.713283,4.37,,,,,,,,,,,,,,,0,0
IL0010845571,1,2,89.76,87.88,87.08,89.37,89.76,87.88,87.08,89.37,,,,0,1.282608,22.982895,164205,164205,104732,100160,100160,80.06,0,900,900,2507440128,81.63,149.15,4.918295,99.1862,105.92745,0,0,USD,,,,,,FALSE,Israel,Technology,Semiconductor Equipment & Materials,06/10/2022,TTM,24.57,2577067495,4.932054,22.956522,5.460942,17.787169,2457533495,16.130311,4.820404,,,,,,,,,,,,,,,,0,0
NZGNEE0001S7,1,4,2.74,2.76,2.705,2.77,2.74,2.76,2.705,2.77,0.18,0.0651,22/09/2022 01:00,0.8239,0.532734,12.880953,278863,278863,377193,293337,293337,2.705,2.75,1007500,1472100,2875631360,2.4,3.35,1.0146542,2.915,2.8106,0.176,0.06423358,NZD,,,,,,FALSE,New Zealand,Utilities,Utilities—Independent Power Producers,05/10/2022,TTM,22.9885,2845382353,1.19579,12.758945,1.000316,19.321428,4233082353,7.212613,1.495947,5.91,,,,,,,,,,,,,,,0,0
DE000A1J5RX9,1,4,2.034,2.03,2.025,2.056,2.034,2.03,2.025,2.056,0.18,0.0868,20/05/2022 01:00,1.5,0.3423,17.133333,786833,786833,3402197,4669094,4669094,2.056,2.059,112500,294400,6115674624,2.025,3.025,0.7570778,2.46342,2.626085,0.18,0.08849558,EUR,,,,,,FALSE,Germany,Communication Services,Telecom Services,01/10/2022,TTM,25.4453,6166252500,1.078205,17.275,0.845114,34.266666,10637252500,3.896429,1.334327,7.99,,,,,,,,,,,,,,,0,0
JP3769000005,1,2,481,473,472,479,481,473,472,479,20,0.0419,30/03/2023 01:00,0.3173,0.17716,9.460532,703300,703300,957629,1256330,1256330,477,479,0,0,2.31E+11,351,510,1.5078293,483.36,448.62,16,0.033264033,JPY,,,,,,FALSE,Japan,Financial Services,Banks—Regional,03/10/2022,TTM,,2.31E+11,0.259821,9.222531,1.509423,10.791855,,,,3.23,,,,,,,,,,,,,,,0,0
ZAE000035861,1,2,175000,174000,174000,178409,175000,174000,174000,178409,38.4,0.0219,19/10/2022 01:00,0.45490003,0.832043,21.553282,177594,177594,296625,643078,643078,176822,176976,,,2.00E+11,2023.27,239273,8.254389,193431.72,205105.95,38.4,0.000219429,ZAc,,,,,,FALSE,South Africa,Financial Services,Banks—Regional,30/09/2022,TTM,,1.80E+11,5.041327,19.407648,6.265405,17.416986,,,,,,,,,,,,,,,,,,,0,0
AU000000CSL8,1,2,290.2,288.78,288.78,291.65,290.2,288.78,288.78,291.65,3.18,0.011,06/09/2022 01:00,0.45439997,0.173299,39.192673,502840,502840,751138,777106,777106,288.84,288.85,0,0,1.39E+11,240.1,319.78,13.187789,291.2948,275.58704,2.22,0.007649896,AUD,,,,,,FALSE,Australia,Healthcare,Biotechnology,02/10/2022,TTM,35.9712,1.37E+11,6.130292,38.608342,8.29595,28.34642,1.36E+11,39.32113,12.984131,1.07,,,,,,,,,,,,,,,0,0
KYG607441022,1,3,4.48,4.47,4.45,4.61,4.48,4.47,4.45,4.61,,,03/06/2020 01:00,0,1.077449,8.996063,3132977,3132977,2590889,4735170,4735170,4.55,4.57,0,0,17366001664,3.57,6.42,2.1938922,4.1424,4.47535,0,0,HKD,,,,,,FALSE,Macau,Consumer Cyclical,Resorts & Casinos,01/10/2022,TTM,,16492000004,,19.84252,2.083475,-26.882353,40109707004,-37.939169,5.067164,,,,,,,,,,,,,,,,0,0
SE0017768716,1,2,366.4,363.15,359.25,366.3,366.4,363.15,359.25,366.3,10.5,0.0287,11/05/2022 01:00,0.25059998,1.214805,8.614558,316640,316640,1218321,1307083,1307083,360.6,360.8,0,0,98723799040,291.7,514.6,1.2814449,344.207,385.0535,10.5,0.028657205,SEK,,,,,,FALSE,Sweden,Basic Materials,Other Industrial Metals & Mining,05/10/2022,TTM,10.7875,99270878788,1.91613,8.662291,1.288546,10.675836,1.02E+11,4.984127,1.321061,2.9,,,,,,,,,,,,,,,0,0
US0311621009,1,2,233.82,232.52,230.29,233.14,233.82,232.52,230.29,233.14,7.76,0.0332,17/08/2022 01:00,0.6293,0.575165,19.637754,1461971,1461971,2550910,2271080,2271080,228.72,232.39,1400,800,1.24E+11,198.64,258.45,4.6822686,239.8184,238.38126,7.4,0.031648275,USD,,,,,,FALSE,United States,Healthcare,Drug Manufacturers—General,06/10/2022,TTM,12.837,1.25E+11,51.706297,19.882653,4.927377,12.349732,1.54E+11,12.743792,5.852658,2.82,1.3926,,,,,,,,,,,,,,0,0
FR0000130403,1,2,622.5,619.5,613.5,623,622.5,619.5,613.5,623,12,0.019299999,01/12/2022 00:00,0.3307,0.976037,20.37037,1109,1109,3298,4145,4145,0,0,0,0,1.11E+11,513,755.5,1.5375583,635.97,615.4625,12,0.019277109,EUR,,,,,,FALSE,France,Consumer Cyclical,Luxury Goods,01/10/2022,TTM,,1.07E+11,6.270618,19.69246,1.486386,,1.34E+11,5.280151,1.848663,1.27,,,,,,,,,,,,,,,0,0
TH0592010Z06,1,2,10.2,10.3,10,10.4,10.2,10.3,10,10.4,0.25,0.024500001,28/04/2022 01:00,0.641,1.436532,26.153847,8811669,8811669,7294698,16145600,16145600,10.1,10.2,0,0,20399998976,10,17.9,3.714434,12.732,14.357,0.25,0.024509804,THB,,,,,,FALSE,Thailand,Communication Services,Broadcasting,07/10/2022,TTM,20.6612,20400000000,3.391147,26.153846,3.738841,20.4,18894032000,6.155983,3.462832,,,,,,,,,,,,,,,,0,0
PHY9297P1004,1,4,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,0.03,0.0153,01/04/2022 01:00,0.3094,0.813854,23.25,3750,3750,362,380,380,0,0,0,0,4073362688,1.64,2.65,0.031555537,1.9862,2.1286,1.5,0.8064516,USD,,,,,,FALSE,Philippines,Consumer Defensive,Packaged Foods,07/10/2022,TTM,19.084,4069902139,2.235226,22.588855,1.848836,0.31260505,4242431367,0.210793,0.032588,,,,,,,,,,,,,,,,0,0
ID1000106602,1,2,1930,1935,1925,1945,1930,1935,1925,1945,38.74,0.02,06/06/2022 01:00,0.41799998,1.870124,21.210127,28671100,28671100,117868243,66947420,66947420,1935,1940,,,4.77E+13,1535,3170,1.1949316,2012.1,2166.625,38.74,0.02007254,IDR,,,,,,FALSE,Indonesia,Basic Materials,Other Industrial Metals & Mining,05/10/2022,TTM,13.6799,4.66E+13,2.171193,20.93224,1.167143,,4.74E+13,12.183885,1.185468,,,,,,,,,,,,,,,,0,0
